rowid,studyid,site,year,phenodiff,phenodiffunits,phenodiffmethod,phenodiffvar,phenofreq,genus,species,phenophase1,phenomethod1,genus2,species2,phenophase2,phenomethod2,fitnesscomp,fitnessunit,fitnessmethod,gender,fitnessvalue,fitnessvaluevar,fitnesstype,notes,,,,,,,,,,,,
3834,HMK049,NA,2003,0.65,correlation coefficient,us,NA,daily,Salvelinus,malma,first appearance,observed,Oncorhynchus,spp.,first arrival of any salmon,observed,peak abundance,number,,,267.647,,demographic,"I calculated mismatch and fitness; took pheno dates from SI- took first date of first salmon, took first date where count>1; digitized peak abundance from S1 figures; 2 estimates of mismatch",,,,,,,,,,,,
3835,HMK049,NA,2004,0.75,correlation coefficient,us,NA,daily,Salvelinus,malma,first appearance,observed,Oncorhynchus,spp.,first arrival of any salmon,observed,peak abundance,number,,,276.221,,demographic,"I calculated mismatch and fitness; took pheno dates from SI- took first date of first salmon, took first date where count>1; digitized peak abundance from S1 figures; 2 estimates of mismatch",,,,,,,,,,,,
3836,HMK049,NA,2005,0.37,correlation coefficient,us,NA,daily,Salvelinus,malma,first appearance,observed,Oncorhynchus,spp.,first arrival of any salmon,observed,peak abundance,number,,,220.055,,demographic,"I calculated mismatch and fitness; took pheno dates from SI- took first date of first salmon, took first date where count>1; digitized peak abundance from S1 figures; 2 estimates of mismatch",,,,,,,,,,,,
3837,HMK049,NA,2006,0.52,correlation coefficient,us,NA,daily,Salvelinus,malma,first appearance,observed,Oncorhynchus,spp.,first arrival of any salmon,observed,peak abundance,number,,,180.645,,demographic,"I calculated mismatch and fitness; took pheno dates from SI- took first date of first salmon, took first date where count>1; digitized peak abundance from S1 figures; 2 estimates of mismatch",,,,,,,,,,,,
706,HMK050,NA,NA,-20.8955,days,,NA,week,Parus2,major,lay date of first clutch,observed,Caterpillar4,spp.,peak abundance,estimated,population growth,standardized,,,-0.214058,,demographic,mismatch was calculated as the difference between a females's breeding time and the annual caterpillar peak date ( laying date of her first clutch and the food peak plus 30 days); positive values mean breeding time is later than food peak,,,,,,,,,,,,
707,HMK050,NA,NA,-9.85075,days,,NA,week,Parus2,major,lay date of first clutch,observed,Caterpillar4,spp.,peak abundance,estimated,population growth,standardized,,,0.0543131,,demographic,mismatch was calculated as the difference between a females's breeding time and the annual caterpillar peak date ( laying date of her first clutch and the food peak plus 30 days); positive values mean breeding time is later than food peak,,,,,,,,,,,,
708,HMK050,NA,NA,-9.40298,days,,NA,week,Parus2,major,lay date of first clutch,observed,Caterpillar4,spp.,peak abundance,estimated,population growth,standardized,,,0.086262,,demographic,mismatch was calculated as the difference between a females's breeding time and the annual caterpillar peak date ( laying date of her first clutch and the food peak plus 30 days); positive values mean breeding time is later than food peak,,,,,,,,,,,,
709,HMK050,NA,NA,-9.10448,days,,NA,week,Parus2,major,lay date of first clutch,observed,Caterpillar4,spp.,peak abundance,estimated,population growth,standardized,,,0.00958466,,demographic,mismatch was calculated as the difference between a females's breeding time and the annual caterpillar peak date ( laying date of her first clutch and the food peak plus 30 days); positive values mean breeding time is later than food peak,,,,,,,,,,,,
710,HMK050,NA,NA,-7.01493,days,,NA,week,Parus2,major,lay date of first clutch,observed,Caterpillar4,spp.,peak abundance,estimated,population growth,standardized,,,-0.0479233,,demographic,mismatch was calculated as the difference between a females's breeding time and the annual caterpillar peak date ( laying date of her first clutch and the food peak plus 30 days); positive values mean breeding time is later than food peak,,,,,,,,,,,,
711,HMK050,NA,NA,-2.83582,days,,NA,week,Parus2,major,lay date of first clutch,observed,Caterpillar4,spp.,peak abundance,estimated,population growth,standardized,,,-0.341853,,demographic,mismatch was calculated as the difference between a females's breeding time and the annual caterpillar peak date ( laying date of her first clutch and the food peak plus 30 days); positive values mean breeding time is later than food peak,,,,,,,,,,,,
712,HMK050,NA,NA,-3.8806,days,,NA,week,Parus2,major,lay date of first clutch,observed,Caterpillar4,spp.,peak abundance,estimated,population growth,standardized,,,-0.840256,,demographic,mismatch was calculated as the difference between a females's breeding time and the annual caterpillar peak date ( laying date of her first clutch and the food peak plus 30 days); positive values mean breeding time is later than food peak,,,,,,,,,,,,
713,HMK050,NA,NA,1.64179,days,,NA,week,Parus2,major,lay date of first clutch,observed,Caterpillar4,spp.,peak abundance,estimated,population growth,standardized,,,-0.616613,,demographic,mismatch was calculated as the difference between a females's breeding time and the annual caterpillar peak date ( laying date of her first clutch and the food peak plus 30 days); positive values mean breeding time is later than food peak,,,,,,,,,,,,
714,HMK050,NA,NA,2.98507,days,,NA,week,Parus2,major,lay date of first clutch,observed,Caterpillar4,spp.,peak abundance,estimated,population growth,standardized,,,-0.635783,,demographic,mismatch was calculated as the difference between a females's breeding time and the annual caterpillar peak date ( laying date of her first clutch and the food peak plus 30 days); positive values mean breeding time is later than food peak,,,,,,,,,,,,
715,HMK050,NA,NA,6.41791,days,,NA,week,Parus2,major,lay date of first clutch,observed,Caterpillar4,spp.,peak abundance,estimated,population growth,standardized,,,-0.642173,,demographic,mismatch was calculated as the difference between a females's breeding time and the annual caterpillar peak date ( laying date of her first clutch and the food peak plus 30 days); positive values mean breeding time is later than food peak,,,,,,,,,,,,
716,HMK050,NA,NA,7.91045,days,,NA,week,Parus2,major,lay date of first clutch,observed,Caterpillar4,spp.,peak abundance,estimated,population growth,standardized,,,-0.71885,,demographic,mismatch was calculated as the difference between a females's breeding time and the annual caterpillar peak date ( laying date of her first clutch and the food peak plus 30 days); positive values mean breeding time is later than food peak,,,,,,,,,,,,
717,HMK050,NA,NA,5.52239,days,,NA,week,Parus2,major,lay date of first clutch,observed,Caterpillar4,spp.,peak abundance,estimated,population growth,standardized,,,-0.380192,,demographic,mismatch was calculated as the difference between a females's breeding time and the annual caterpillar peak date ( laying date of her first clutch and the food peak plus 30 days); positive values mean breeding time is later than food peak,,,,,,,,,,,,
718,HMK050,NA,NA,6.71642,days,,NA,week,Parus2,major,lay date of first clutch,observed,Caterpillar4,spp.,peak abundance,estimated,population growth,standardized,,,-0.482428,,demographic,mismatch was calculated as the difference between a females's breeding time and the annual caterpillar peak date ( laying date of her first clutch and the food peak plus 30 days); positive values mean breeding time is later than food peak,,,,,,,,,,,,
719,HMK050,NA,NA,9.25373,days,,NA,week,Parus2,major,lay date of first clutch,observed,Caterpillar4,spp.,peak abundance,estimated,population growth,standardized,,,-0.392971,,demographic,mismatch was calculated as the difference between a females's breeding time and the annual caterpillar peak date ( laying date of her first clutch and the food peak plus 30 days); positive values mean breeding time is later than food peak,,,,,,,,,,,,
720,HMK050,NA,NA,10.1493,days,,NA,week,Parus2,major,lay date of first clutch,observed,Caterpillar4,spp.,peak abundance,estimated,population growth,standardized,,,-0.169329,,demographic,mismatch was calculated as the difference between a females's breeding time and the annual caterpillar peak date ( laying date of her first clutch and the food peak plus 30 days); positive values mean breeding time is later than food peak,,,,,,,,,,,,
721,HMK050,NA,NA,0.895522,days,,NA,week,Parus2,major,lay date of first clutch,observed,Caterpillar4,spp.,peak abundance,estimated,population growth,standardized,,,-0.194888,,demographic,mismatch was calculated as the difference between a females's breeding time and the annual caterpillar peak date ( laying date of her first clutch and the food peak plus 30 days); positive values mean breeding time is later than food peak,,,,,,,,,,,,
722,HMK050,NA,NA,1.34328,days,,NA,week,Parus2,major,lay date of first clutch,observed,Caterpillar4,spp.,peak abundance,estimated,population growth,standardized,,,-0.207668,,demographic,mismatch was calculated as the difference between a females's breeding time and the annual caterpillar peak date ( laying date of her first clutch and the food peak plus 30 days); positive values mean breeding time is later than food peak,,,,,,,,,,,,
723,HMK050,NA,NA,1.9403,days,,NA,week,Parus2,major,lay date of first clutch,observed,Caterpillar4,spp.,peak abundance,estimated,population growth,standardized,,,-0.15655,,demographic,mismatch was calculated as the difference between a females's breeding time and the annual caterpillar peak date ( laying date of her first clutch and the food peak plus 30 days); positive values mean breeding time is later than food peak,,,,,,,,,,,,
724,HMK050,NA,NA,3.43284,days,,NA,week,Parus2,major,lay date of first clutch,observed,Caterpillar4,spp.,peak abundance,estimated,population growth,standardized,,,-0.111821,,demographic,mismatch was calculated as the difference between a females's breeding time and the annual caterpillar peak date ( laying date of her first clutch and the food peak plus 30 days); positive values mean breeding time is later than food peak,,,,,,,,,,,,
725,HMK050,NA,NA,-3.28358,days,,NA,week,Parus2,major,lay date of first clutch,observed,Caterpillar4,spp.,peak abundance,estimated,population growth,standardized,,,0.124601,,demographic,mismatch was calculated as the difference between a females's breeding time and the annual caterpillar peak date ( laying date of her first clutch and the food peak plus 30 days); positive values mean breeding time is later than food peak,,,,,,,,,,,,
726,HMK050,NA,NA,-1.49254,days,,NA,week,Parus2,major,lay date of first clutch,observed,Caterpillar4,spp.,peak abundance,estimated,population growth,standardized,,,0.14377,,demographic,mismatch was calculated as the difference between a females's breeding time and the annual caterpillar peak date ( laying date of her first clutch and the food peak plus 30 days); positive values mean breeding time is later than food peak,,,,,,,,,,,,
727,HMK050,NA,NA,2.68657,days,,NA,week,Parus2,major,lay date of first clutch,observed,Caterpillar4,spp.,peak abundance,estimated,population growth,standardized,,,0.105431,,demographic,mismatch was calculated as the difference between a females's breeding time and the annual caterpillar peak date ( laying date of her first clutch and the food peak plus 30 days); positive values mean breeding time is later than food peak,,,,,,,,,,,,
728,HMK050,NA,NA,5.07463,days,,NA,week,Parus2,major,lay date of first clutch,observed,Caterpillar4,spp.,peak abundance,estimated,population growth,standardized,,,0.14377,,demographic,mismatch was calculated as the difference between a females's breeding time and the annual caterpillar peak date ( laying date of her first clutch and the food peak plus 30 days); positive values mean breeding time is later than food peak,,,,,,,,,,,,
729,HMK050,NA,NA,7.01493,days,,NA,week,Parus2,major,lay date of first clutch,observed,Caterpillar4,spp.,peak abundance,estimated,population growth,standardized,,,0.105431,,demographic,mismatch was calculated as the difference between a females's breeding time and the annual caterpillar peak date ( laying date of her first clutch and the food peak plus 30 days); positive values mean breeding time is later than food peak,,,,,,,,,,,,
730,HMK050,NA,NA,7.31343,days,,NA,week,Parus2,major,lay date of first clutch,observed,Caterpillar4,spp.,peak abundance,estimated,population growth,standardized,,,0.322684,,demographic,mismatch was calculated as the difference between a females's breeding time and the annual caterpillar peak date ( laying date of her first clutch and the food peak plus 30 days); positive values mean breeding time is later than food peak,,,,,,,,,,,,
731,HMK050,NA,NA,9.85075,days,,NA,week,Parus2,major,lay date of first clutch,observed,Caterpillar4,spp.,peak abundance,estimated,population growth,standardized,,,0.488818,,demographic,mismatch was calculated as the difference between a females's breeding time and the annual caterpillar peak date ( laying date of her first clutch and the food peak plus 30 days); positive values mean breeding time is later than food peak,,,,,,,,,,,,
732,HMK050,NA,NA,14.1791,days,,NA,week,Parus2,major,lay date of first clutch,observed,Caterpillar4,spp.,peak abundance,estimated,population growth,standardized,,,0.284345,,demographic,mismatch was calculated as the difference between a females's breeding time and the annual caterpillar peak date ( laying date of her first clutch and the food peak plus 30 days); positive values mean breeding time is later than food peak,,,,,,,,,,,,
733,HMK050,NA,NA,7.01493,days,,NA,week,Parus2,major,lay date of first clutch,observed,Caterpillar4,spp.,peak abundance,estimated,population growth,standardized,,,0.520767,,demographic,mismatch was calculated as the difference between a females's breeding time and the annual caterpillar peak date ( laying date of her first clutch and the food peak plus 30 days); positive values mean breeding time is later than food peak,,,,,,,,,,,,
734,HMK050,NA,NA,5.37313,days,,NA,week,Parus2,major,lay date of first clutch,observed,Caterpillar4,spp.,peak abundance,estimated,population growth,standardized,,,0.520767,,demographic,mismatch was calculated as the difference between a females's breeding time and the annual caterpillar peak date ( laying date of her first clutch and the food peak plus 30 days); positive values mean breeding time is later than food peak,,,,,,,,,,,,
735,HMK050,NA,NA,2.23881,days,,NA,week,Parus2,major,lay date of first clutch,observed,Caterpillar4,spp.,peak abundance,estimated,population growth,standardized,,,0.507987,,demographic,mismatch was calculated as the difference between a females's breeding time and the annual caterpillar peak date ( laying date of her first clutch and the food peak plus 30 days); positive values mean breeding time is later than food peak,,,,,,,,,,,,
736,HMK050,NA,NA,-2.38806,days,,NA,week,Parus2,major,lay date of first clutch,observed,Caterpillar4,spp.,peak abundance,estimated,population growth,standardized,,,0.348243,,demographic,mismatch was calculated as the difference between a females's breeding time and the annual caterpillar peak date ( laying date of her first clutch and the food peak plus 30 days); positive values mean breeding time is later than food peak,,,,,,,,,,,,
737,HMK050,NA,NA,-2.53731,days,,NA,week,Parus2,major,lay date of first clutch,observed,Caterpillar4,spp.,peak abundance,estimated,population growth,standardized,,,0.405751,,demographic,mismatch was calculated as the difference between a females's breeding time and the annual caterpillar peak date ( laying date of her first clutch and the food peak plus 30 days); positive values mean breeding time is later than food peak,,,,,,,,,,,,
738,HMK050,NA,NA,-4.92537,days,,NA,week,Parus2,major,lay date of first clutch,observed,Caterpillar4,spp.,peak abundance,estimated,population growth,standardized,,,0.546326,,demographic,mismatch was calculated as the difference between a females's breeding time and the annual caterpillar peak date ( laying date of her first clutch and the food peak plus 30 days); positive values mean breeding time is later than food peak,,,,,,,,,,,,
739,HMK050,NA,NA,-7.91045,days,,NA,week,Parus2,major,lay date of first clutch,observed,Caterpillar4,spp.,peak abundance,estimated,population growth,standardized,,,0.43131,,demographic,mismatch was calculated as the difference between a females's breeding time and the annual caterpillar peak date ( laying date of her first clutch and the food peak plus 30 days); positive values mean breeding time is later than food peak,,,,,,,,,,,,
740,HMK050,NA,NA,-9.40298,days,,NA,week,Parus2,major,lay date of first clutch,observed,Caterpillar4,spp.,peak abundance,estimated,population growth,standardized,,,0.329073,,demographic,mismatch was calculated as the difference between a females's breeding time and the annual caterpillar peak date ( laying date of her first clutch and the food peak plus 30 days); positive values mean breeding time is later than food peak,,,,,,,,,,,,
741,HMK050,NA,NA,-7.16418,days,,NA,week,Parus2,major,lay date of first clutch,observed,Caterpillar4,spp.,peak abundance,estimated,population growth,standardized,,,0.348243,,demographic,mismatch was calculated as the difference between a females's breeding time and the annual caterpillar peak date ( laying date of her first clutch and the food peak plus 30 days); positive values mean breeding time is later than food peak,,,,,,,,,,,,
742,HMK050,NA,NA,-5.52239,days,,NA,week,Parus2,major,lay date of first clutch,observed,Caterpillar4,spp.,peak abundance,estimated,population growth,standardized,,,0.348243,,demographic,mismatch was calculated as the difference between a females's breeding time and the annual caterpillar peak date ( laying date of her first clutch and the food peak plus 30 days); positive values mean breeding time is later than food peak,,,,,,,,,,,,
743,HMK050,NA,NA,-5.07463,days,,NA,week,Parus2,major,lay date of first clutch,observed,Caterpillar4,spp.,peak abundance,estimated,population growth,standardized,,,0.303514,,demographic,mismatch was calculated as the difference between a females's breeding time and the annual caterpillar peak date ( laying date of her first clutch and the food peak plus 30 days); positive values mean breeding time is later than food peak,,,,,,,,,,,,
744,HMK050,NA,NA,-27.2727,days,,NA,week,Parus2,major,lay date of first clutch,observed,Caterpillar4,spp.,peak abundance,estimated,mean number of fledglings per female per season,number,,,4.31405,,fitness,mismatch was calculated as the difference between a females's breeding time and the annual caterpillar peak date ( laying date of her first clutch and the food peak plus 30 days); positive values mean breeding time is later than food peak,,,,,,,,,,,,
745,HMK050,NA,NA,-8.18182,days,,NA,week,Parus2,major,lay date of first clutch,observed,Caterpillar4,spp.,peak abundance,estimated,mean number of fledglings per female per season,number,,,7.42149,,fitness,mismatch was calculated as the difference between a females's breeding time and the annual caterpillar peak date ( laying date of her first clutch and the food peak plus 30 days); positive values mean breeding time is later than food peak,,,,,,,,,,,,
746,HMK050,NA,NA,-5,days,,NA,week,Parus2,major,lay date of first clutch,observed,Caterpillar4,spp.,peak abundance,estimated,mean number of fledglings per female per season,number,,,6.76033,,fitness,mismatch was calculated as the difference between a females's breeding time and the annual caterpillar peak date ( laying date of her first clutch and the food peak plus 30 days); positive values mean breeding time is later than food peak,,,,,,,,,,,,
747,HMK050,NA,NA,10.4545,days,,NA,week,Parus2,major,lay date of first clutch,observed,Caterpillar4,spp.,peak abundance,estimated,mean number of fledglings per female per season,number,,,6.06612,,fitness,mismatch was calculated as the difference between a females's breeding time and the annual caterpillar peak date ( laying date of her first clutch and the food peak plus 30 days); positive values mean breeding time is later than food peak,,,,,,,,,,,,
748,HMK050,NA,NA,11.1364,days,,NA,week,Parus2,major,lay date of first clutch,observed,Caterpillar4,spp.,peak abundance,estimated,mean number of fledglings per female per season,number,,,5.90083,,fitness,mismatch was calculated as the difference between a females's breeding time and the annual caterpillar peak date ( laying date of her first clutch and the food peak plus 30 days); positive values mean breeding time is later than food peak,,,,,,,,,,,,
749,HMK050,NA,NA,25.4545,days,,NA,week,Parus2,major,lay date of first clutch,observed,Caterpillar4,spp.,peak abundance,estimated,mean number of fledglings per female per season,number,,,2.69421,,fitness,mismatch was calculated as the difference between a females's breeding time and the annual caterpillar peak date ( laying date of her first clutch and the food peak plus 30 days); positive values mean breeding time is later than food peak,,,,,,,,,,,,
750,HMK050,NA,NA,-27.2932,days,,NA,week,Parus2,major,lay date of first clutch,observed,Caterpillar4,spp.,peak abundance,estimated,mean number of recruits per female per season,number,,,0.12605,,fitness,mismatch was calculated as the difference between a females's breeding time and the annual caterpillar peak date ( laying date of her first clutch and the food peak plus 30 days); positive values mean breeding time is later than food peak,,,,,,,,,,,,
751,HMK050,NA,NA,-8.1203,days,,NA,week,Parus2,major,lay date of first clutch,observed,Caterpillar4,spp.,peak abundance,estimated,mean number of recruits per female per season,number,,,0.252101,,fitness,mismatch was calculated as the difference between a females's breeding time and the annual caterpillar peak date ( laying date of her first clutch and the food peak plus 30 days); positive values mean breeding time is later than food peak,,,,,,,,,,,,
752,HMK050,NA,NA,10.8271,days,,NA,week,Parus2,major,lay date of first clutch,observed,Caterpillar4,spp.,peak abundance,estimated,mean number of recruits per female per season,number,,,0.220168,,fitness,mismatch was calculated as the difference between a females's breeding time and the annual caterpillar peak date ( laying date of her first clutch and the food peak plus 30 days); positive values mean breeding time is later than food peak,,,,,,,,,,,,
753,HMK050,NA,NA,-4.96241,days,,NA,week,Parus2,major,lay date of first clutch,observed,Caterpillar4,spp.,peak abundance,estimated,mean number of recruits per female per season,number,,,0.198319,,fitness,mismatch was calculated as the difference between a females's breeding time and the annual caterpillar peak date ( laying date of her first clutch and the food peak plus 30 days); positive values mean breeding time is later than food peak,,,,,,,,,,,,
754,HMK050,NA,NA,9.92481,days,,NA,week,Parus2,major,lay date of first clutch,observed,Caterpillar4,spp.,peak abundance,estimated,mean number of recruits per female per season,number,,,0.151261,,fitness,mismatch was calculated as the difference between a females's breeding time and the annual caterpillar peak date ( laying date of her first clutch and the food peak plus 30 days); positive values mean breeding time is later than food peak,,,,,,,,,,,,
755,HMK050,NA,NA,25.0376,days,,NA,week,Parus2,major,lay date of first clutch,observed,Caterpillar4,spp.,peak abundance,estimated,mean number of recruits per female per season,number,,,0.0369748,,fitness,mismatch was calculated as the difference between a females's breeding time and the annual caterpillar peak date ( laying date of her first clutch and the food peak plus 30 days); positive values mean breeding time is later than food peak,,,,,,,,,,,,
756,HMK050,NA,NA,-27.5094,days,,NA,week,Parus2,major,lay date of first clutch,observed,Caterpillar4,spp.,peak abundance,estimated,mean adult survival per year,,,,0.359494,,survival,mismatch was calculated as the difference between a females's breeding time and the annual caterpillar peak date ( laying date of her first clutch and the food peak plus 30 days); positive values mean breeding time is later than food peak,,,,,,,,,,,,
757,HMK050,NA,NA,-8.49057,days,,NA,week,Parus2,major,lay date of first clutch,observed,Caterpillar4,spp.,peak abundance,estimated,mean adult survival per year,,,,0.440506,,survival,mismatch was calculated as the difference between a females's breeding time and the annual caterpillar peak date ( laying date of her first clutch and the food peak plus 30 days); positive values mean breeding time is later than food peak,,,,,,,,,,,,
758,HMK050,NA,NA,10.5283,days,,NA,week,Parus2,major,lay date of first clutch,observed,Caterpillar4,spp.,peak abundance,estimated,mean adult survival per year,,,,0.448101,,survival,mismatch was calculated as the difference between a females's breeding time and the annual caterpillar peak date ( laying date of her first clutch and the food peak plus 30 days); positive values mean breeding time is later than food peak,,,,,,,,,,,,
759,HMK050,NA,NA,-5.09434,days,,NA,week,Parus2,major,lay date of first clutch,observed,Caterpillar4,spp.,peak abundance,estimated,mean adult survival per year,,,,0.387342,,survival,mismatch was calculated as the difference between a females's breeding time and the annual caterpillar peak date ( laying date of her first clutch and the food peak plus 30 days); positive values mean breeding time is later than food peak,,,,,,,,,,,,
760,HMK050,NA,NA,9.84906,days,,NA,week,Parus2,major,lay date of first clutch,observed,Caterpillar4,spp.,peak abundance,estimated,mean adult survival per year,,,,0.367089,,survival,mismatch was calculated as the difference between a females's breeding time and the annual caterpillar peak date ( laying date of her first clutch and the food peak plus 30 days); positive values mean breeding time is later than food peak,,,,,,,,,,,,
761,HMK050,NA,NA,25.0189,days,,NA,week,Parus2,major,lay date of first clutch,observed,Caterpillar4,spp.,peak abundance,estimated,mean adult survival per year,,,,0.237975,,survival,mismatch was calculated as the difference between a females's breeding time and the annual caterpillar peak date ( laying date of her first clutch and the food peak plus 30 days); positive values mean breeding time is later than food peak,,,,,,,,,,,,
3862,HMK052,NA,2005,0.491319,days,,NA,week,Pica,pica,median lay date,observed,Clamator,glandarius,median lay date,observed,parasitism,proportion,observed,,0.272727273,,demographic,years with high mismatch are years were more delayed compared with  median date of nests; calculated fitness- number ofparasitized nests/total number of nests,0.272727273,,,,,,,,,,,
3863,HMK052,NA,2006,-2.98249,days,,NA,week,Pica,pica,median lay date,observed,Clamator,glandarius,median lay date,observed,parasitism,proportion,observed,,0.24137931,,demographic,years with high mismatch are years were more delayed compared with  median date of nests; calculated fitness- number ofparasitized nests/total number of nests,0.24137931,,,,,,,,,,,
3864,HMK052,NA,2007,8.4315,days,,NA,week,Pica,pica,median lay date,observed,Clamator,glandarius,median lay date,observed,parasitism,proportion,observed,,0.214285714,,demographic,years with high mismatch are years were more delayed compared with  median date of nests; calculated fitness- number ofparasitized nests/total number of nests,0.214285714,,,,,,,,,,,
3865,HMK052,NA,2008,6.98506,days,,NA,week,Pica,pica,median lay date,observed,Clamator,glandarius,median lay date,observed,parasitism,proportion,observed,,0.285714286,,demographic,years with high mismatch are years were more delayed compared with  median date of nests; calculated fitness- number ofparasitized nests/total number of nests,0.285714286,,,,,,,,,,,
3866,HMK052,NA,2009,1.0321,days,,NA,week,Pica,pica,median lay date,observed,Clamator,glandarius,median lay date,observed,parasitism,proportion,observed,,0.685185185,,demographic,years with high mismatch are years were more delayed compared with  median date of nests; calculated fitness- number ofparasitized nests/total number of nests,0.685185185,,,,,,,,,,,
3867,HMK052,NA,2010,-0.977865,days,,NA,week,Pica,pica,median lay date,observed,Clamator,glandarius,median lay date,observed,parasitism,proportion,observed,,0.507246377,,demographic,years with high mismatch are years were more delayed compared with  median date of nests; calculated fitness- number ofparasitized nests/total number of nests,0.507246377,,,,,,,,,,,
3868,HMK052,NA,2011,0.996014,days,,NA,week,Pica,pica,median lay date,observed,Clamator,glandarius,median lay date,observed,parasitism,proportion,observed,,0.5,,demographic,years with high mismatch are years were more delayed compared with  median date of nests; calculated fitness- number ofparasitized nests/total number of nests,0.5,,,,,,,,,,,
3869,HMK052,NA,2012,3.00377,days,,NA,week,Pica,pica,median lay date,observed,Clamator,glandarius,median lay date,observed,parasitism,proportion,observed,,0.385964912,,demographic,years with high mismatch are years were more delayed compared with  median date of nests; calculated fitness- number ofparasitized nests/total number of nests,0.385964912,,,,,,,,,,,
3870,HMK052,NA,2013,0.0453314,days,,NA,week,Pica,pica,median lay date,observed,Clamator,glandarius,median lay date,observed,parasitism,proportion,observed,,0.24,,demographic,years with high mismatch are years were more delayed compared with  median date of nests; calculated fitness- number ofparasitized nests/total number of nests,0.24,,,,,,,,,,,
3871,HMK054,NA,1973,-5.72406,days,study,NA,week,Parus3,major,lay date of first clutch,observed,Caterpillar5,spp.,peak biomass,some years estimated,"mean probability of recruitment (total number of offspring per female surviving to breed theselves in subsequent years, divided by the total number of fledglings she produced that year)",probability,observed,,0.0675768,SE available,fitness,"multiple estimates of fitness available, only digitized a few, took population-level; also took population-level mismatch (mean of individual mismatch each year); individual mismatch= negative values- consumer before resource; population mismatch is mean of individual mismatch each year",probability of double-brooding,,,,,,,,,,,
3872,HMK054,NA,1974,-6.25203,days,study,NA,week,Parus3,major,lay date of first clutch,observed,Caterpillar5,spp.,peak biomass,some years estimated,"mean probability of recruitment (total number of offspring per female surviving to breed theselves in subsequent years, divided by the total number of fledglings she produced that year)",probability,observed,,0.130034,SE available,fitness,"multiple estimates of fitness available, only digitized a few, took population-level; also took population-level mismatch (mean of individual mismatch each year); individual mismatch= negative values- consumer before resource; population mismatch is mean of individual mismatch each year",clutch size of first clutch,,,,,,,,,,,
3873,HMK054,NA,1975,2.29291,days,study,NA,week,Parus3,major,lay date of first clutch,observed,Caterpillar5,spp.,peak biomass,some years estimated,"mean probability of recruitment (total number of offspring per female surviving to breed theselves in subsequent years, divided by the total number of fledglings she produced that year)",probability,observed,,0.0573379,SE available,fitness,"multiple estimates of fitness available, only digitized a few, took population-level; also took population-level mismatch (mean of individual mismatch each year); individual mismatch= negative values- consumer before resource; population mismatch is mean of individual mismatch each year",probability of producing zero fledglings that season (incl those from second broods),,,,,,,,,,,
3874,HMK054,NA,1976,-4.39436,days,study,NA,week,Parus3,major,lay date of first clutch,observed,Caterpillar5,spp.,peak biomass,some years estimated,"mean probability of recruitment (total number of offspring per female surviving to breed theselves in subsequent years, divided by the total number of fledglings she produced that year)",probability,observed,,0.120819,SE available,fitness,"multiple estimates of fitness available, only digitized a few, took population-level; also took population-level mismatch (mean of individual mismatch each year); individual mismatch= negative values- consumer before resource; population mismatch is mean of individual mismatch each year",number of fledglings produced,,,,,,,,,,,
3875,HMK054,NA,1977,2.69332,days,study,NA,week,Parus3,major,lay date of first clutch,observed,Caterpillar5,spp.,peak biomass,some years estimated,"mean probability of recruitment (total number of offspring per female surviving to breed theselves in subsequent years, divided by the total number of fledglings she produced that year)",probability,observed,,0.0430034,SE available,fitness,"multiple estimates of fitness available, only digitized a few, took population-level; also took population-level mismatch (mean of individual mismatch each year); individual mismatch= negative values- consumer before resource; population mismatch is mean of individual mismatch each year","probability of recruitment (total number of offspring per female surviving to breed theselves in subsequent years, divided by the total number of fledglings she produced that year)",,,,,,,,,,,
3876,HMK054,NA,1978,2.56254,days,study,NA,week,Parus3,major,lay date of first clutch,observed,Caterpillar5,spp.,peak biomass,some years estimated,"mean probability of recruitment (total number of offspring per female surviving to breed theselves in subsequent years, divided by the total number of fledglings she produced that year)",probability,observed,,0.0389078,SE available,fitness,"multiple estimates of fitness available, only digitized a few, took population-level; also took population-level mismatch (mean of individual mismatch each year); individual mismatch= negative values- consumer before resource; population mismatch is mean of individual mismatch each year",total number of recruits,,,,,,,,,,,
3877,HMK054,NA,1979,-3.99212,days,study,NA,week,Parus3,major,lay date of first clutch,observed,Caterpillar5,spp.,peak biomass,some years estimated,"mean probability of recruitment (total number of offspring per female surviving to breed theselves in subsequent years, divided by the total number of fledglings she produced that year)",probability,observed,,0.114676,SE available,fitness,"multiple estimates of fitness available, only digitized a few, took population-level; also took population-level mismatch (mean of individual mismatch each year); individual mismatch= negative values- consumer before resource; population mismatch is mean of individual mismatch each year",female local survival,,,,,,,,,,,
3878,HMK054,NA,1980,-7.76515,days,study,NA,week,Parus3,major,lay date of first clutch,observed,Caterpillar5,spp.,peak biomass,some years estimated,"mean probability of recruitment (total number of offspring per female surviving to breed theselves in subsequent years, divided by the total number of fledglings she produced that year)",probability,observed,,0.0552901,SE available,fitness,"multiple estimates of fitness available, only digitized a few, took population-level; also took population-level mismatch (mean of individual mismatch each year); individual mismatch= negative values- consumer before resource; population mismatch is mean of individual mismatch each year",male local survival,,,,,,,,,,,
